title,date,content
"[서울포토] ‘힘찬 역영’ 황선우, 자유형 200ｍ 7위",2021-07-27,황선우가 27일 일본 도쿄 아쿠아틱스 센터에서 열린 남자 자유형 200m 결승에서 역영하고 있다.황선우는 한국 수영선수로는 박태환에 이후 9년 만에 올림픽 결승 무대에 올랐으나 아쉽게 7위에 그쳤다. 2021.7.27.도쿄 올림픽 사진공동취재단
"‘사격 황제’ 진종오 “만감 교차, 나이 못 속여...은퇴 계획은 없어”",2021-07-27,"▲ ‘사격 황제’ 진종오, 혼성전도 메달 실패사격 진종오가 27일 오후 일본 도쿄 아사카 사격장에서 열린 ‘2020 도쿄올림픽’ 혼성 10m 공기권총 단체전을 마치고 자리에 앉아 있다. 이날 경기에서 진종오 289점, 추가은 286점 합계 575점을 기록하며 9위로 본선 1차전 통과에 실패했다. 2021.7.27 뉴스1












▲ 10m 공기권총 사격하는 진종오사격 진종오가 27일 오후 일본 도쿄 아사카 사격장에서 열린 ‘2020 도쿄올림픽’ 혼성 10m 공기권총 단체전에서 사격을 하고 있다. 이날 경기에서 진종오 289점, 추가은 286점 합계 575점을 기록하며 9위로 본선 1차전 통과에 실패했다. 2021.7.27 뉴스1


‘사격 황제’ 진종오(42·서울시청)가 2020 도쿄올림픽 혼성 단체전에서 9위를 기록하며 본선 1차전 통과에 실패했다. 비록 이번 올림픽에서 메달 획득에는 실패했지만, 그는 밝은 얼굴로 경기장을 나왔다.27일 진종오는 일본 도쿄 아사카 사격장에서 열린 2020 도쿄올림픽 10ｍ 공기권총 혼성 단체전에서 추가은(20·IBK기업은행)과 함께 출전, 합계 575점(추가은 286점, 진종오 289점)을 기록하며 9위로 본선 1차전 통과에 실패했다.본선 1차전은 30분 동안 남성 30발, 여성 30발을 각각 쏴서 합산 점수가 높은 순서로 8개 팀이 2차전에 진출한다. 1발당 최고 10점, 총점 만점은 600점이다.진종오와 추가은은 8위와 동점을 이뤘지만, 10점 획득 수에서 밀려 아쉽게 9위로 내려갔다.8위 하니예흐 로스타미얀-자바드 포루기(이란)는 10점을 18개, 진종오-추가은은 13개 쐈다. 10점 5발 차이로 희비가 엇갈린 것이다.






이로써 진종오는 10m 공기권총 혼성단체전과 남자 10m 공기권총에서 결선 진출에 실패하며 도쿄올림픽을 마치게 됐다.









▲ 추가은 위로하는 진종오사격 진종오와 추가은이 27일 오후 일본 도쿄 아사카 사격장에서 열린 ‘2020 도쿄올림픽’ 혼성 10m 공기권총 단체전을 마치고 경기장을 나서고 있다. 이날 경기에서 진종오 289점, 추가은 286점 합계 575점을 기록하며 9위로 본선 1차전 통과에 실패했다. 2021.7.27 뉴스1


경기를 마친 진종오는 믹스트존(공동취재구역)에서 취재진을 향해 “무슨 말을 해야 할지 떠오르지 않는다”며 복잡한 심경을 드러냈다.그는 “부족했다는 것을 스스로도 인정한다. 부족함을 채우려고 정말로 야간훈련까지 하며 준비했는데, 세월에 장사는 없다는 생각이 든다”며 “만감이 교차한다. 그것을 말로 표현하기 어렵다. 현재로서”라고 털어놨다.진종오는 함께 호흡을 맞춘 추가은을 격려했다. 그는 “가은이는 첫 올림픽이다. 이제 스타트 끊었다”며 “다음 올림픽에서는 세계 정상 선수들과 겨루지 않을까 응원하겠다”고 말했다.이어 “(파트너가) 진종오라는 것 때문에 많은 관심을 받는 게 부담이 많이 됐을 것”이라며 “다른 선수였다면 편하게 했을 텐데 너무 많은 관심이 부담됐다”고 안쓰러워했다.그러면서 “어차피 가은이는 어리다. 경기를 할 날이 많다”며 “첫 번째 쓴맛을 본 게 잘 된 것이다. 시작부터 잘되면 자만할 수 있다. 앞으로 잘할 것”이라고 격려와 조언을 아끼지 않았다.진종오는 자신에 대해서는 “나이는 못 속인다”며 “확실히 예전보다 집중력도 저하된 것도 느껴진다. 몸에 변화도 느낀다”고 했다.그러면서도 은퇴와 관련해서는 “은퇴를 자꾸 물어보시는데 아직 솔직히 은퇴라는 단어를 떠올리고 싶지 않다”며 “회사 그만두라는 것과 똑같은 말이다. 자꾸 은퇴하라고 하시는데, 정정당당히 선발전에서 올라왔다. 예쁘게 봐달라”고 전했다.임효진 기자 3a5a7a6a@seoul.co.kr"
"[속보] 황선우, 수영 9년 만의 결승서 자유형 200m 7위",2021-07-27,"▲ 26일 일본 도쿄 아쿠아틱스 센터에서 열린 남자 자유형 200m 준결승에 출전한 한국 황선우가 역영하고 있다. 2021.07.26 도쿄 올림픽 사진공동취재단









황선우(18·서울체고) 선수가 한국 수영선수로는 박태환(32)에 이후 9년 만에 올림픽 결승 무대에 올랐으나 아쉽게 7위에 그쳤다.황선우는 27일 오전 일본 도쿄 아쿠아틱스 센터에서 열린 2020 도쿄올림픽 경영 남자 자유형 200ｍ 결승에서 1분45초26의 기록으로 8명 중 7위를 기록했다.한국 선수로는 2012년 런던 대회 박태환 이후 9년 만에 결승에 오른 황선우는 150ｍ 구간까지는 줄곧 1위를 유지했으나 오버페이스를 한 듯 마지막 50ｍ 구간에서 처지면서 메달권에서도 밀려났다.이보희 기자 boh2@seoul.co.kr"
"사격 진종오-추가은, 혼성 본선 1차전 9위로 탈락",2021-07-27,"‘사격 황제’ 진종오, 메달 없이 마감 










▲ 하늘이시여…‘사격 황제’ 진종오가 지난 24일 도쿄올림픽 사격장에서 열린 남자 10m 공기권총 예선에서 탈락한 뒤 허탈한 표정으로 전광판을 올려다보고 있는 장면.도쿄 연합뉴스


진종오(42)와 추가은(20)이 도쿄올림픽 10m 공기권총 혼성 단체전 결선에 진출하지 못했다. 진종오는 메달 없이 이번 올림픽을 마감하게 됐다.진종오는 27일 일본 도쿄 아사카 사격장에서 열린 도쿄올림픽 10ｍ 공기권총 혼성 단체전에서 3시리즈 합계 575점을 기록했다.9위에 오른 진종오-추가은은 본선 상위 8명의 선수가 출전하는 결선에 나서지 못했다.600점 만점으로 1시리즈에 각각 10발씩 쏘는 본선에서 진종오-추가은은 한 때 3위까지 올랐다.그러나 2시리즈에서 추가은이 조금 흔들리며 중위권으로 밀려났고, 결국 결선에 진출하지 못했다.






이보희 기자 boh2@seoul.co.kr"
[올림픽 1열] 측정불가 ‘내돈내산’ 온도계도 못 버틴 도쿄 폭염,2021-07-27,"[중계화면 그 이상의 소식, 올림픽을 1열에서 경험한 생생한 이야기를 전합니다.]





▲ 금메달 성지 일본 도쿄 유메노시마 양궁장에서 햇빛을 받은 온도계가 49.2도를 찍은 모습. 도쿄 류재민 기자 phoem@seoul.co.kr


도쿄의 녹아 있는 아이스크림무더위가 절정을 찌르는 계절입니다. 지구 곳곳에 벌어지는 온난화 현상은 도쿄라고 해서 다르지 않습니다. 땡볕이 내리쬐는 야외 경기는 너무 더워서 그늘이 없으면 직관하기가 힘듭니다. 도쿄는 정말 너무너무 덥습니다. 덥다고 말하면 더 덥다는데 그 말을 안 할 수가 없는 날씨입니다. 이번 시리즈는 도쿄의 무더위에 관한 것입니다.외신들은 이번 도쿄올림픽이 역대 가장 더운 올림픽이 될 것으로 전망했습니다. 1964년 도쿄 올림픽이나 1988년 서울올림픽이 여름이 아닌 가을에 열렸던 이유 역시 날씨 때문인데 그때보다 지구 온난화가 훨씬 심각해져 지구촌 곳곳에서 사람들을 위협하는 마당에 여름에 올림픽을 개최한 건 아무래도 이해할 수 없는 결정입니다.날씨가 덥다 보니 러시아 양궁 선수는 더위에 쓰러졌고, 테니스 스타 노바크 조코비치는 24일 첫 경기를 치르고 “너무 덥고 습하다”며 경기 시간을 저녁으로 바꿔달라고 했을 정도입니다. 다른 기후대에 사는 선수들에겐 아무래도 도쿄의 여름은 적응하기 어려운 날씨일 것 같습니다.숙소에서 가까운 거리에 편의점이 있습니다. 날씨가 더우니까 하루는 물과 아이스크림을 샀습니다. 숙소까지 돌아오자마자 아이스크림을 만져보니 물컹합니다.






불안한 마음을 애써 눌러봤지만 까보니 역시 녹아 있습니다. 녹은 아이스크림을 까보신 분들을 아시겠지만 까는 순간 곳곳에 참사가 벌어져 있습니다.양심을 걸고 일부러 연출하기 위해 녹인 것이 아닙니다. 그래서 온도계를 사기로 결심했습니다.





▲ 숙소 근처 편의점에서 산 쿠키앤크림 아이스크림. 도쿄 류재민 기자 phoem@seoul.co.kr


양궁장에서 한도 초과한 온도계숙소 근처에 돈키호테(일본의 잡화상점)가 있어 온도계를 구하러 들렀습니다. 40도까지가 한계인 온도계는 1600엔, 50도까지가 한계인 온도계는 2000엔 정도 해서 성능 좋은 걸 사봤습니다. 협찬 없는 진정한 내돈내산(내 돈 주고 내가 산 물건) 온도계입니다.한국의 첫 금메달이 나온 24일 오전 경기가 끝나고 오후 경기가 시작되기 전 한가한 양궁장에 잠시 들렀습니다. 중계화면으로도 보였겠지만 유메노시마 양궁장은 태양을 피하고 싶어도 피할 수 없는 곳입니다.선수들이 경기하는 뒤편에 서서 온도계를 들고 실험을 해봤습니다. 혹시라도 경기에 방해되지 않게 경기를 시작하기 1시간 전쯤 양해를 구하고 들어갔고 선수들이 밟는 곳은 발을 들이지 않았음을 알려 드립니다. 백신은 진작에 맞았고 마스크도 KF94로 단단히 썼습니다.







일단 온도계를 켜보니 35.7도에 습도는 53%라고 나옵니다. 주머니에서 막 꺼낸 상태라 측정치가 정확하지 않을 수 있습니다.







소심하게 끝에 살짝 걸쳐봤습니다. 온도가 오르기 시작합니다.







시간이 조금 지나자 온도계 오르는 게 심상치 않습니다. 40도를 넘어간 온도계는 끝을 모르고 치솟더니 결국 HH.H라는 문자를 내보냅니다. 추정하기로는 HOT이나 HEAT가 아닐까 합니다.일본 제품의 성능을 믿었기에 50도 이상으로 오를 것이라고는 생각도 못 했습니다. 한국돈 2만원을 넘게 주고 샀는데 이런 일이 벌어지다니요. 아무래도 햇빛을 직접 받게 눕혀둔 것이 잘못인가 싶어 잽싸게 미디어센터 안 에어컨으로 온도계를 식히고 다시 양궁장에 나왔습니다.







에어컨 효과로 32.8도까지 낮아진 온도계를 이번엔 세워서 재봤습니다. 그런데 온도가 또 마구 올라서 첫 번째 사진(49.2도)에서 실험을 멈췄습니다.선수들도 취재진도 더위와의 전쟁물론 온도계의 성능이 나쁜 것일 수도 있습니다. 그러나 다른 시설에서 켜봤는데 체감온도와 온도계의 온도가 얼추 비슷한 걸 봐서 정상이기는 한 것 같습니다.어쨌든 도쿄가 더운 것은 체감으로도 온도계로도 확인됐으니 다른 걸 알아볼 일은 없을까 고민해봤습니다. 그래서 경기가 시작할 때 온도계를 들고 나가 경기가 끝날 때 온도가 얼마나 오를지 보기로 했습니다. 이렇게 하면 선수들이 경기하면서 얼마나 더운지 알 수 있을 것 같았습니다.





▲ 양궁 혼성전 준결승 경기 시작 전후의 온도. 도쿄 류재민 기자 phoem@seoul.co.kr


결론부터 말씀드리자면 시작할 때 32.8도, 끝날 때 43.1도였습니다. 실험을 두 번 해봤는데 두 번 다 수치는 비슷했습니다. 보통 온도를 말할 땐 태양이 내리쬐는 상황을 배제하고 전체 공기의 온도가 얼마나 되는지를 알려주지만 직사광선을 받으며 경기를 하는 입장에서는 이 온도가 더 체감온도에 가깝지 않을까 합니다.양궁 선수들도 도쿄에 와서 탔다는 이야기도 들었습니다. 이 무더위 속에서 땀을 흘리면서도 집중력을 잃지 않고 금메달을 딴 선수들이 정말 대단해 보입니다.





▲ 무더위에 고생하는 김제덕의 땀을 닦아주는 손길. 도쿄 류재민 기자 phoem@seoul.co.kr


선수들도 고생하지만 야외에서 촬영하는 취재진의 고생도 만만치 않습니다. 게다가 무거운 장비를 들고 있어야 하니 더 고생일 것 같습니다.







경기장 옆에는 GOP 같은 구조물이 있는데요. ‘자세히 보아야 예쁘다’는 시를 떠올리며 자세히 살펴봤습니다.







취재진이 더위를 피해 숨어 있네요.





▲ 양궁장 중앙 카메라 담당자 근처에 쌓인 물병. 도쿄 류재민 기자 phoem@seoul.co.kr


밤이 오면 달라지지만 이번엔 심지어 태풍경기가 끝나고 버스를 타려고 기다리는 중에 자원봉사자에게 도쿄가 원래 이렇게 더운지 물어봤더니 고개를 끄덕이며 “체감상 한 5년 전부터 이렇게 더워진 것 같다”고 답해줬습니다. 너무 덥다고 하니 자기도 덥다네요.그리고 도쿄와 서울은 시차는 없지만 해가 뜨는 시간은 다릅니다. 도쿄는 서울보다 약 50분 정도 해가 빨리 움직인다고 하는데요. 이는 곧 취재진의 활동이 본격 시작되는 8~9시 사이에 이미 많이 더워져 있음을 의미합니다. 실제로 숙소에서 이동해 메인 교통 센터에 내리면 더운 날씨에 인상부터 쓰게 됩니다.





▲ 메인 교통 센터 곳곳에 태양을 피할 구조물이 설치된 모습. 도쿄 류재민 기자 phoem@seoul.co.kr


그런데 도쿄는 의외로 밤에 무덥지 않은 것 같습니다. 한국은 낮에 더운 게 밤에도 이어져 열대야가 고통스러운데 아직 밤에 다니면서 숨 막히게 더운 적은 없었습니다.숙소가 바다에서 멀지 않아 그럴 수도 있고, 저녁엔 실내경기만 있으니 더위를 못 느끼는 것일 수도 있겠습니다. 그런데 현지 자원봉사자에게 ‘저녁이 바람도 불고 시원한 것 같다’고 하니 “원래 그렇다”는 대답이 돌아옵니다. 영어도 일본어도 짧아 더 물어보진 않았지만 현지인이 그렇다고 하니 믿어보기로 합니다.





▲ 저녁이 찾아오는 양궁경기장. 도쿄 류재민 기자 phoem@seoul.co.kr


지금까지 무더위가 올림픽의 적이었다면 이제부턴 태풍이 올림픽의 적이 될 것 같습니다. 조직위원회는 27일 긴급 공지를 통해 “태풍 때문에 조정 및 양궁 경기 일정을 변경했고, 파도 상황을 고려해 서핑 결승전을 28일에서 27일로 앞당기기로 했다”고 했습니다. 여름은 태풍이 지나가는 시기인데 왜 여름에 올림픽을 굳이 개최했는지 역시나 이해가 되지 않는 대목이네요.태풍의 직격탄을 맞는 도쿄올림픽이 어떤 모습인지 혹시 전할 수 있으면 후속으로 전해 드리겠습니다.도쿄 류재민 기자 phoem@seoul.co.kr"
김제덕 2.4㎝가 살렸다,2021-07-27,"양궁 남자 단체전 올림픽 2연패 
4강서 일본 만나 4세트까지 승부 못 내3발 슛오프 경기서 김제덕의 10점 시위정중앙서 日보다 2.4㎝ 더 가까워 승리오진혁 “분위기 계속 이끈 제덕이 고마워”김우진 “진혁이 형 젊게 살며 잘 어울려”김제덕 “형들이 하루만 더 미치자고 해”





▲ 금빛 환호 한국 남자 양궁 대표팀 김제덕(왼쪽부터), 김우진, 오진혁이 26일 도쿄 유메노시마 공원 양궁장에서 열린 도쿄올림픽 양궁 남자 단체 결승전에서 금메달이 확정되자 환호하고 있다.도쿄 올림픽사진공동취재단


한국 양궁 남자대표팀도 일을 냈다. 26일 도쿄올림픽 양궁 남자 단체전이 열린 일본 도쿄 유메노시마공원 양궁장에서는 사흘 연속 한국 잔치가 열렸다. 오진혁(40·현대제철), 김우진(29·청주시청), 김제덕(17·경북일고)이 세대 차이를 무색하게 하는 탄탄한 팀워크로 한국 남자 양궁의 올림픽 2회 연속, 통산 6번째 단체전 정상까지 질주했다.막내 김제덕은 삼촌 같은 형 오진혁과 김우진의 순서 때마다 “오진혁 파이팅”, “김우진 파이팅”,“코리아 파이팅” 등 패기 넘치는 사자후로 형들 어깨를 주물렀다.금메달을 목에 건 뒤 오진혁이 “한참 어린 동생이 하니까 살짝 낯설었지만 금방 익숙해졌다”며 “긴장을 푸는 데 도움도 됐다”고 웃었을 정도다. 한 명이 실수하면 나머지 두 명이 메우는 등 호흡이 척척 맞았다. 이 같은 호흡에 대해 김우진은 “나이는 숫자에 불과하다”며 “진혁이 형도 젊게 살며 스스럼없이 잘 어울리고 제덕이도 저희와 불편하게 지내지 않고 잘 지냈기 때문에 팀이 잘 유지됐다”고 했다.2012년 런던 대회에서 역시 동생들을 이끌고 단체전 동메달을 따냈던 오진혁은 “대표팀 생활을 하면서 동생들과 보낸 시간이 더 많았다”며 “최대한 서로 편하게 지내 오늘 같은 경기에서도 서로 눈치를 안 보고 자신이 할 수 있는 것을 다 발휘할 수 있었던 것 같다”고 했다. 김제덕은 “형들의 리더십을 따라오다 보니 여기까지 왔다”며 “처음 대표팀에 들어와서 형들에게 많은 것을 배웠다. 너무 감사하다”고 말하며 형들에게 무한한 신뢰를 보냈다.금메달까지 여정에서 일본과의 4강전이 하이라이트였다. 한국은 일본과 4세트까지 시소게임을 반복하며 4-4(58-54 54-55 58-55 53-56) 동점을 이뤄 3발 슛오프에 들어갔다. 한국은 김우진이 9점, 김제덕이 10점, 오진혁이 9점을 쏴 10-9-9를 꽂은 일본과 또 동점을 이뤘으나 김제덕의 10점이 선에 걸친 일본의 10점보다 과녁 정중앙에 2.4㎝ 더 가까워 극적으로 결승에 진출했다. 결정적인 10점을 꽂은 김제덕은 “형들이 ‘오늘 하루만 더 미치자’고 계속 말해 줬다”며 “욕심부리면 생각이 많아지고 생각이 많아지면 몸에 힘이 들어가 원하는 슈팅이 안 나온다는 생각을 계속하며 형들과 대화하고 파이팅하며 즐겼다”고 이날 경기를 돌이켰다.






“힘든 상황마다 10점을 쏴주면서 분위기를 계속 끌고 간 제덕이가 오늘의 영웅이자 고마운 동료, 고마운 동생”이라고 치켜세운 오진혁도 이날의 영웅이었다.2012년 런던에서 한국 남자 양궁 사상 첫 개인전 금메달의 이정표를 세웠으나 4년 전 오른쪽 어깨 회전 근육 4개 중 3개가 끊어지는 심각한 부상으로 은퇴 위기에 몰렸던 그다.그러나 오뚝이처럼 다시 일어났고 9년 만에 복귀한 올림픽 무대에서 마침내 단체전 정상까지 서는 감격을 누렸다. 오진혁은 “어깨 부상을 계속 안고 훈련하며 통증을 견디는 게 가장 힘들었다”며 “그러나 계속하다 보니 익숙해졌다. 활을 계속 쏠 수 있다는 점에 감사하는 마음을 가지고 훈련했다”고 토로했다.도쿄 홍지민 기자 icarus@seoul.co.kr"
안창림 恨을 메치다,2021-07-27,"재일동포 3세… 日유도 심장서 값진 銅종료 7초 남기고 업어치기 절반 성공“한국과 일본서 재일동포로 차별받아조부모님이 생명 걸고 한국 국적 지켜”





▲ 4경기 연속 연장 투혼 재일동포 유도선수 안창림이 26일 일본 도쿄 부도칸에서 열린 유도 남자 73㎏급 동메달 결정전에서 아제르바이잔의 루스탐 오르조프와 혈투를 벌이고 있다. 안창림은 경기종료 7초를 남기고 업어치기 절반으로 동메달을 획득했다.도쿄 정연호 기자 tpgod@seoul.co.kr


‘일본 유도의 심장’ 부도칸(武道館)에서 값진 올림픽 동메달을 따낸 한국 유도 대표팀 안창림(27·KH그룹 필룩스)의 일성은 묵직했다. 재일동포 3세인 그는 “재일동포는 일본에선 한국 사람, 한국에선 일본사람으로 불리는 등 차별이 있는 게 사실”이라며 경계인으로서 애환을 털어놨다. 그러면서 “올림픽에서 메달을 따서 재일동포에 관한 인식을 좋게 변화시키고 싶었다”며 “내 모습을 보고 (재일동포) 어린이들이 큰 힘을 얻으면 좋겠다”고 말했다.안창림은 26일 일본 부도칸에서 열린 2020 도쿄올림픽 유도 남자 73㎏급 동메달 결정전에서 루스탐 오루조프(아제르바이잔)를 절반으로 제압하고 동메달을 차지했다.앞서 4경기 연속 골든 스코어(연장전) 접전을 펼치며 체력이 바닥난 상태였으나 정신력으로 극복하고 경기 종료 7초 전 업어치기에 성공해 절반을 따냈다. 바랐던 것만큼 높게 태극기가 올라가지 못했고 애국가를 울리지 못했지만 값진 성과였다.부도칸은 안창림이 8년 전 자신의 존재를 널리 알렸던 영광스럽고 의미 있는 장소였다. 일본 쓰쿠바대 2학년이던 2013년 이곳에서 열린 전국 대회의 정상에 우뚝 섰다. 당시 차세대 일본 에이스로 꼽혔다. 귀화 권유도 받았다. 이를 뿌리치고 이듬해 한국으로 건너와 태극마크를 달았다. 경기 뒤 믹스트존에서 만난 안창림은 “대한민국 국적은 할아버지와 할머니가 생명을 걸고 지키신 것”이라며 “단 한 번도 후회한 적은 없다”고 돌이켰다.대진 추첨 결과 ‘천적’ 오노 쇼헤이(일본)와 조기 대결은 피했지만 안창림의 여정은 유난히 혹독하고 험난했다. 32강전부터 4강전까지 모두 연장전을 치렀다. 특히 16강에서는 상대의 거친 플레이에 코피를 흘리기도 했다.






녹초가 된 안창림은 결국 4강전에서 라샤 샤브다투시빌리(조지아)에게 반칙패로 무릎을 꿇어 동메달 결정전으로 밀렸다. 이때까지 모두 31분 49초를 뛰었다. 정규 시간 4분으로 계산하면 8경기나 뛴 셈이다. 4강전 막판 매트에서 일어설 때 휘청거릴 정도로 체력이 떨어진 안창림은 그러나 마지막 투혼을 발휘해 기어코 자신의 올림픽 첫 메달을 메쳤다.안창림은 “금메달을 못 따서 납득이 가지 않지만 후회는 없다”고 말했다. 8년 만에 다시 선 부도칸이었지만 감정을 버리고 기계적으로 경기에 집중했다는 안창림은 오노와 겨루지 못한 것에 대해 “이번 대회 목표는 오노가 아니라 금메달이었다”고 안타까워했다.도쿄 홍지민 기자 icarus@seoul.co.kr"
“성차별 반대”… 너도나도 한쪽 무릎 꿇는 女축구,2021-07-27,"▲ 지난 24일 도쿄올림픽 여자축구 E조 2차전에서 일본과 영국 선수들이 러시아 심판 아나스타샤 포스토보이토바(왼쪽)와 무릎 꿇기를 하고 있다.도쿄 AP 연합뉴스


지난 24일 일본 홋카이도 삿포로 돔. 도쿄올림픽 일본과 영국의 여자축구 조별리그 E조 2차전에서 양국 선수들은 경기 시작 전 준비했다는 듯 한쪽 무릎을 꿇는 ‘무릎 꿇기’ 세리머니를 펼쳤다. 마이니치신문은 26일 인종차별에 항의하는 뜻을 담은 무릎 꿇기 세리머니를 일본 여자 축구선수들도 실행했다며 일본 내에서는 “굉장히 흥미롭다”,“어리석다”는 반응을 보였다고 전했다.도쿄올림픽에서 여자 축구선수들을 중심으로 무릎 꿇기 세리머니가 주목받고 있다. 정치적인 메시지를 여자 선수들, 특히 보수적인 분위기가 강한 일본에서 여자 축구선수까지 동참해 주도하는 데는 인종차별을 넘어 ‘성차별’에 항의하는 의미가 담겨 있다는 분석이 나온다.






‘축구와 인종차별’ 등의 책을 쓴 진노 도시후미 릿쿄대 특임교수는 신문에 “성차별을 포함한 여러 차별에 대한 평화적인 항의 행동으로 확대 해석할 수 있다”고 밝혔다.김진아 기자 jin@seoul.co.kr"
내 나이가 뭐 어때서? 투지 돋보인 4050 노장 선수들,2021-07-27,"도쿄올림픽에서는 은퇴해 지도자 활동을 해도 어색하지 않을 정도의 나이를 가진 노장 선수들이 끝까지 최선을 다하는 모습이 유독 눈에 띄면서 많은 사람에게 감동을 주고 있다.지난 25일 도쿄 아리아케 체조경기장에서 열린 여자 기계 체조 단체전 예선 도마 종목에 출전한 우즈베키스탄의 옥사나 추소비티나(46)는 14위에 머물러 결선진출에 실패했다.









▲ 46세 추소비티나


●46세 추소비티나 ‘20대도 원로’ 체조계 생존추소비티나는 1992년 바르셀로나 올림픽부터 이번 도쿄까지 소련, 독립국가연합, 독일, 우즈베키스탄으로 국적을 바꿔가며 8회 연속 올림픽 참가라는 기록을 세웠다.USA투데이 등은 추소비티나의 마지막 경기에 대해 “8번째 올림픽이지만 추소비티나에게 작별인사할 준비는 아직 안 됐다”라며 “결선진출에는 실패했지만 동료선수와 코치, 운영진 모두에게 기립박수를 받으며 마지막을 장식했다”라고 전했다.






20대 중반만 돼도 원로 취급을 받으며 은퇴하는 여자 체조에서 50대를 바라보는 나이까지 현역으로 활동한 추소비티나는 말 그대로 체조계의 살아있는 전설로 남게 됐다.









▲ 52세 살루크바제


●52세 살루크바제, 9연속 참가… 母子 사격도조지아의 여성 사격선수 니노 살루크바제(52)는 1988년 서울올림픽에 소련 국적으로 처음 참가하면서 한국과도 인연이 깊다. 1996년 애틀랜타 올림픽부터 모두 9회 연속 올림픽에 참가했다. 2016년 리우 올림픽에서는 아들과 조지아 대표팀으로 출전해 ‘모자’ 올림픽 국가대표라는 기록을 남겼다. 지난 25일 열린 10m 공기권총에서 31위에 머무는 등 이번 대회를 마지막으로 현역에서 떠나게 됐지만 지도자로서 올림픽을 맞을 전망이다.









▲ 58세 니시아리안


●58세 니시아리안, 17세 신유빈과 탁구 접전도쿄 메트로폴리탄 체육관에서 열린 같은 날 열린 여자탁구 단식 2라운드에서 한국의 17세 신유빈과 접전을 벌인 끝에 역전패한 룩셈부르크의 니시아리안도 1963년생으로 58세다. 그는 2000년 베이징 올림픽부터 도쿄까지 5번의 올림픽을 경험했다. 신유빈과 경기에서 노련한 경기운영을 선보였던 그는 “신유빈은 새로운 스타”라고 축하하면서 “오늘의 나는 내일보다 젊다. 계속 도전하고 즐기면서 하는 것을 잊지 말아야 한다”는 말을 남겨 감동을 줬다.유용하 기자 edmondy@seoul.co.kr"
결승레인 서는 18세 황선우… 펠프스 “뭐든 해낼 수 있다”,2021-07-27,"자유형 200m 준결승 경기서 6위로 통과박태환 이후 9년 만에… “기록 경신할 것” 






▲ 이젠 ‘황’금물살 가르자 26일 일본 도쿄 아쿠아틱스센터에서 열린 올림픽 남자 자유형 200m 준결승을 마친 황선우가 전광판 기록을 보고 있다. 황선우는 준결승에서 1분45초53의 기록으로 전체 16명 중 6위를 차지해 결승에 올랐다.도쿄 올림픽사진공동취재단


‘뉴 마린보이’ 황선우(18·서울체고)가 생애 첫 올림픽 무대에서 한국 경영 선수로는 박태환 이후 9년 만에 결승 진출을 이뤘다.황선우는 26일 일본 도쿄 아쿠아틱스센터에서 열린 도쿄올림픽 경영 남자 자유형 200ｍ 준결승 2조 경기에서 1분45초53의 기록으로 8명 중 5위에 올랐다. 1조까지 합쳐 전체 16명 중 6위를 차지한 황선우는 27일 오전 상위 8명이 겨루는 결승에 진출했다.한국 선수가 올림픽 경영 종목 결승에 오른 것은 2012년 런던 대회 박태환 이후 9년 만이다. 역대 선수로 따지면 남유선(2004년 아테네 1회)과 박태환(2008년 베이징 2회·2012년 런던 3회)에 이어 세 번째다. 횟수로 따지면 일곱 번째. 한국 수영을 통틀어서는 아티스틱 스위밍의 박현선-박현하 자매(런던), 다이빙의 우하람(2016년 리우)까지 포함해 아홉 번째다.그는 여유로운 모습으로 4번 레인에 섰다. 올해 세계 1위 기록(1분44초47) 보유자 덩컨 스콧과 2위 기록(1분44초58)의 톰 딘(이상 영국)을 좌우에 거느렸다. 황선우는 박태환의 기록을 11년 만에 갈아치운 여세를 이어 갔다. 50ｍ 구간은 딘에 이은 2위로 돌았다. 100m 구간에선 4위로 처졌다가 150ｍ 구간에서 3위로 올라서기도 했으나 무리하지 않고 5위로 터치패드를 찍었다. 2조 및 전체 1위 스콧(1분44초60)과는 0.93초 차였다.믹스트존에서 만난 황선우는 “어제저녁 경기를 하고 오전에 경기가 있어 회복 시간이 조금 부족했다”며 “체력적으로 조금 달린 부분이 있는데 내일 결승은 하루가 지나고 있어서 컨디션을 잘 관리해 끌어올리면 될 것 같다”고 말했다. 전날 역영에 대해서는 “레이스가 괜찮아 기록이 잘 나오겠다 싶었는데 예상치 못한 한국신기록에 정말 만족스러웠고 놀라기도 했다”며 “결승에서는 기록 경신을 목표로 잡겠다”고 덧붙였다.






NBC 해설위원으로 도쿄를 찾은 왕년의 ‘수영 황제’ 마이클 펠프스(미국)가 “황선우와 같은 젊고 재능 있는 선수들은 자신의 경기에 집중하면 어떤 일이든 해낼 수 있다”고 조언한 것에 대해 황선우는 “영광”이라며 “내일 경기까지 집중해서 잘해봐야겠다”고 화답했다.도쿄 홍지민 기자 icarus@seoul.co.kr"
